,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,label(ppm)
60,0.534845,0.531945,0.534522,0.532911,0.530656,0.539033,0.530011,0.535489,0.534522,0.532911,0.534845,0.533234,0.533878,0.532267,0.532589,0.534845,0.532911,0.533234,0.532911,0.534845,0.532911,3.036846,3.672577,3.843029,3.905538,3.916172,3.914561,3.91746,3.909083,3.900383,3.901027,3.890072,3.882017,3.88395,3.872673,3.864939,3.869128,3.856884,3.860428,3.852373,3.843995,3.847218,3.837873,3.832396,3.835296,3.82724,3.820796,3.82434,3.817574,3.809196,3.813707,2.860272,1.775373,1.126754,0.814528,0.668886,0.597032,0.563522,0.546767,0.537745,0.5313,0.530011,0.526789,0.526145,0.524856,0.520345,0.530334,0.516801,0.524534,0.520989,90
61,0.531945,0.5313,0.531623,0.531945,0.532589,0.530978,0.531623,0.532589,0.531945,0.533234,0.532267,0.532911,0.533234,0.529689,0.532911,0.532911,0.532589,0.532589,0.530978,0.532589,2.995603,3.657111,3.848506,3.900705,3.912627,3.911016,3.916172,3.906505,3.899739,3.901027,3.890072,3.882017,3.884272,3.874606,3.863973,3.867195,3.857851,3.849795,3.854628,3.844318,3.84754,3.840129,3.832396,3.83594,3.826918,3.820151,3.823696,3.815963,3.810485,3.813063,2.858339,1.771829,1.126432,0.812916,0.669531,0.597999,0.564488,0.546444,0.5371,0.532589,0.529367,0.527434,0.525823,0.525178,0.523889,0.521312,0.523567,0.522278,0.523245,0.521312,90
62,0.5313,0.533556,0.530978,0.532589,0.531945,0.532589,0.531945,0.532589,0.531623,0.532589,0.5313,0.5342,0.531945,0.532589,0.531623,0.533234,0.531945,0.533234,0.532911,0.533234,0.531623,3.039746,3.669032,3.842384,3.903927,3.914238,3.911338,3.916494,3.905861,3.90715,3.897805,3.888461,3.889428,3.87815,3.868484,3.872995,3.862684,3.866228,3.858495,3.849151,3.852051,3.84464,3.836907,3.839807,3.832073,3.824985,3.829173,3.820796,3.810485,3.81564,3.805974,2.943082,1.833694,1.157042,0.829027,0.676619,0.603477,0.565777,0.547733,0.538067,0.532589,0.5284,0.529045,0.527434,0.527434,0.525178,0.524534,0.523889,0.522923,0.523567,90
63,0.532589,0.532911,0.533878,0.532911,0.535167,0.533878,0.532589,0.533234,0.533234,0.5342,0.533556,0.533878,0.533234,0.533556,0.533234,0.533234,0.533878,0.532267,0.533234,0.533234,2.976914,3.656466,3.838196,3.90425,3.915527,3.915527,3.919394,3.911338,3.901027,3.90135,3.89265,3.883628,3.885883,3.877184,3.868162,3.871061,3.862362,3.854306,3.857206,3.849151,3.840129,3.845606,3.837551,3.828207,3.831429,3.825307,3.817252,3.810163,3.815318,3.806296,2.871228,1.781496,1.128365,0.816783,0.668242,0.599288,0.561911,0.545156,0.537422,0.532267,0.530334,0.526789,0.526789,0.523889,0.526467,0.522923,0.522923,0.522278,0.521634,0.521634,90
64,0.533234,0.5313,0.536778,0.528078,0.532911,0.533878,0.531623,0.5342,0.5313,0.532589,0.533234,0.533556,0.533556,0.532911,0.533878,0.531623,0.533878,0.532267,0.532911,0.532589,3.01268,3.664199,3.840129,3.904894,3.918427,3.914238,3.907794,3.911338,3.901027,3.890072,3.893939,3.883628,3.87525,3.879439,3.867195,3.863651,3.864617,3.85624,3.849473,3.852051,3.844962,3.836907,3.839807,3.832073,3.825307,3.828207,3.82144,3.813707,3.817252,3.810163,2.873805,1.787618,1.13191,0.81775,0.67082,0.601221,0.565133,0.545156,0.538711,0.5313,0.529689,0.527434,0.526467,0.527112,0.520023,0.523245,0.5255,0.521956,0.5226,0.521956,90
65,0.533556,0.532267,0.532589,0.532589,0.532911,0.532589,0.5342,0.5342,0.531945,0.533878,0.530334,0.538389,0.529045,0.535489,0.532911,0.532911,0.534522,0.530656,0.5342,0.532267,0.533878,3.042968,3.66871,3.850117,3.900383,3.912305,3.921649,3.912949,3.903283,3.906827,3.89555,3.891683,3.889106,3.879439,3.882339,3.872673,3.865584,3.867517,3.858495,3.850762,3.854306,3.843351,3.846573,3.838518,3.831429,3.836907,3.828529,3.821118,3.825629,3.818863,3.810163,2.776174,1.715764,1.097433,0.804539,0.665342,0.600577,0.565455,0.550311,0.540645,0.537422,0.532911,0.530011,0.530656,0.528723,0.529367,0.529045,0.526789,0.527112,0.524534,90
66,0.5371,0.537422,0.537422,0.538389,0.537422,0.538389,0.5371,0.537745,0.536778,0.534845,0.537422,0.536778,0.539033,0.536778,0.536778,0.539033,0.538389,0.536778,0.536456,0.537745,3.023958,3.668388,3.85044,3.900705,3.924871,3.922938,3.914561,3.916816,3.905538,3.897161,3.897483,3.885883,3.875895,3.880406,3.86945,3.872673,3.864295,3.855595,3.858173,3.849151,3.841095,3.843995,3.834973,3.839162,3.830462,3.822085,3.825951,3.816607,3.808552,3.813707,2.890883,1.802762,1.141254,0.82065,0.675008,0.599288,0.5661,0.546767,0.540645,0.533878,0.532267,0.527756,0.526467,0.527434,0.5255,0.526789,0.524856,0.523889,0.523889,0.523567,90
67,0.535489,0.5342,0.536134,0.535167,0.5342,0.534522,0.533878,0.533556,0.534845,0.533878,0.535167,0.534522,0.5342,0.535167,0.534522,0.534845,0.534845,0.533878,0.534522,0.5342,2.837395,3.625211,3.829818,3.902961,3.919394,3.918749,3.911016,3.914883,3.903927,3.894261,3.898128,3.888461,3.881372,3.88395,3.874606,3.867839,3.870417,3.862039,3.853662,3.857206,3.849151,3.841418,3.845929,3.839162,3.830785,3.825629,3.829496,3.82434,3.816607,3.810163,2.921493,1.821772,1.155109,0.831927,0.680164,0.607988,0.574799,0.5545,0.544833,0.537745,0.535489,0.532589,0.531945,0.531623,0.531945,0.529689,0.530656,0.528723,0.529689,0.5284,90
68,0.539356,0.538711,0.540645,0.538711,0.538389,0.539033,0.54,0.539033,0.540645,0.538711,0.539678,0.539678,0.538711,0.539678,0.538711,0.540645,0.538711,0.539678,0.539033,0.539678,2.770696,3.611356,3.834651,3.902316,3.916816,3.928738,3.921971,3.911661,3.904572,3.906183,3.896194,3.89265,3.889428,3.880083,3.882661,3.873317,3.865262,3.866228,3.856562,3.860106,3.851729,3.843995,3.846573,3.837229,3.829173,3.834007,3.825307,3.827885,3.818218,3.823051,3.036846,1.91167,1.202797,0.854482,0.691119,0.614432,0.574477,0.557078,0.545156,0.540322,0.537422,0.534522,0.530978,0.530978,0.531945,0.530656,0.531945,0.530656,0.530656,0.530011,90
69,0.540967,0.539033,0.541611,0.538389,0.541289,0.538711,0.540645,0.538711,0.544189,0.536456,0.539678,0.5429,0.54,0.540967,0.540967,0.539678,0.541611,0.539033,0.541611,0.540967,2.672098,3.595245,3.823051,3.903605,3.921327,3.92036,3.924871,3.914561,3.903283,3.90715,3.89555,3.89845,3.887494,3.875895,3.879439,3.86945,3.871384,3.860428,3.864939,3.856884,3.845284,3.850762,3.839162,3.842707,3.834973,3.827562,3.829818,3.820796,3.824985,3.81564,3.04619,1.921015,1.206341,0.856093,0.69273,0.614754,0.574477,0.555789,0.544511,0.539678,0.536134,0.533234,0.5342,0.5313,0.532911,0.5313,0.530656,0.529367,0.530011,0.532267,90
